City,Location,Carpet Area,Built-up Area,Super Built-up Area,BHK,Bathrooms,Balcony,Parking,Floor,Total Floors,Property Age,Facing,Property Type,Furnishing,Power Backup,Lift,Security,Swimming Pool,Gym,Garden,Nearby Metro,Nearby Hospital,Nearby School,Nearby Mall,Road Width,Corner Property,East Facing,Latitude,Longitude,Price
Hyderabad,Madhapur,403,483,603,1,1,0,1,6,10,10,South,Apartment,Semi-Furnished,1,1,0,0,0,1,0,0,1,1,40,0,0,17.418,78.4178,5632130
Kolkata,Tollygunge,945,1134,1417,2,1,0,1,2,7,5,West,Apartment,Unfurnished,1,1,0,0,0,1,1,1,1,1,20,1,0,22.6323,88.2715,10919573
Mumbai,Andheri,349,418,522,1,1,0,0,6,7,7,East,Apartment,Fully Furnished,1,1,1,0,0,1,1,1,1,1,60,0,1,19.162,72.8119,19873398
Guntur,Arundelpet,1366,1639,2048,3,3,3,1,1,2,24,East,Villa,Semi-Furnished,1,0,1,1,0,0,1,1,0,0,80,0,1,16.4459,80.4573,16287786
Nellore,Dargamitta,1500,1800,2250,4,4,2,1,12,15,1,West,Builder Floor,Unfurnished,1,1,0,1,0,0,1,0,1,0,20,0,0,14.4831,80.0009,12646397
Kurnool,C-Camp,847,1016,1270,2,1,0,0,13,15,23,South,Apartment,Semi-Furnished,1,1,0,0,0,0,1,1,1,1,40,0,0,15.8816,77.943,6065123
Tirupati,TUDA Layout,931,1117,1396,2,2,0,0,7,7,2,East,Apartment,Fully Furnished,1,0,1,0,0,0,1,1,0,0,40,0,1,13.6211,79.4017,9591740
Kolkata,New Town,1154,1384,1730,3,4,0,0,2,7,4,East,Apartment,Semi-Furnished,1,1,1,0,0,1,0,1,1,0,30,0,1,22.5647,88.2836,13859411
Anantapur,Kalyandurg Road,801,961,1201,2,2,1,1,3,7,25,West,Builder Floor,Semi-Furnished,1,0,1,0,0,0,1,1,1,1,20,0,0,14.6968,77.6517,3086991
Bangalore,Electronic City,507,608,760,1,1,2,2,3,10,10,South,Apartment,Semi-Furnished,0,1,1,0,0,1,1,1,1,1,60,1,0,12.9563,77.573,5048148
Lucknow,Gomti Nagar,361,433,541,1,1,1,0,8,15,15,North,Apartment,Semi-Furnished,0,1,1,0,0,0,1,1,1,1,40,0,0,26.7838,80.9366,3843460
Hyderabad,Secunderabad,859,1030,1287,2,2,2,2,1,20,13,West,Apartment,Fully Furnished,1,0,0,0,0,1,0,1,1,1,30,0,0,17.4757,78.555,7120314
Bangalore,Whitefield,1147,1376,1720,3,3,2,0,5,10,20,South,Apartment,Unfurnished,1,0,1,0,1,0,0,0,1,1,20,0,0,13.0249,77.5329,10727107
Guntur,Pattabhipuram,1684,2020,2525,4,4,2,1,7,7,16,East,Builder Floor,Unfurnished,1,1,0,0,0,1,1,1,1,1,30,0,1,16.3361,80.4342,11759539
Anantapur,Maruthi Nagar,826,991,1238,2,2,2,2,1,7,9,East,Apartment,Semi-Furnished,1,1,1,0,0,0,0,1,0,0,40,0,1,14.612,77.6272,5451366
Chennai,T Nagar,784,940,1175,2,1,2,2,4,4,15,South,Apartment,Semi-Furnished,0,1,1,0,0,1,1,1,1,0,40,0,0,13.0896,80.2713,17668428
Bangalore,Electronic City,525,630,787,1,2,2,1,3,7,24,North,Apartment,Semi-Furnished,1,1,1,0,0,1,1,0,1,1,30,0,0,12.9544,77.528,4365964
Bangalore,Whitefield,1900,2280,2850,5,5,2,1,2,15,16,West,Builder Floor,Unfurnished,1,1,1,0,0,1,1,1,1,0,30,0,0,12.9069,77.5705,19581390
Vijayawada,Patamata,1746,2095,2618,4,4,3,0,8,10,9,North,Apartment,Semi-Furnished,1,1,1,0,1,1,1,1,1,0,30,0,0,16.5132,80.6922,21981697
Vijayawada,Moghalrajpuram,777,932,1165,2,3,3,1,9,15,9,North,Builder Floor,Semi-Furnished,0,1,0,1,1,0,1,1,1,1,60,1,0,16.6102,80.6273,12568837
Kolkata,Rajarhat,763,915,1143,2,1,1,0,3,7,23,East,Penthouse,Semi-Furnished,1,1,1,1,0,1,1,1,0,1,30,1,1,22.621,88.3845,8036084
Ahmedabad,Satellite,976,1171,1463,2,2,2,1,7,15,16,North,Apartment,Unfurnished,1,1,1,0,1,0,0,1,1,1,30,0,0,23.0693,72.561,10175270
Nellore,Harnathapuram,964,1156,1445,2,2,1,1,6,10,22,West,Apartment,Semi-Furnished,1,0,1,0,1,0,1,1,1,0,60,0,0,14.4371,79.9431,7727075
Mumbai,Andheri,1595,1914,2392,4,5,2,1,5,15,13,North,Apartment,Semi-Furnished,0,0,1,0,1,0,1,1,0,0,60,0,0,19.0968,72.8717,76766865
Jaipur,Mansarovar,360,432,540,1,1,2,2,5,7,3,North,Apartment,Semi-Furnished,0,1,1,0,0,0,1,1,0,1,40,0,0,26.9663,75.7942,2818705
Kadapa,Nagarajupet,1203,1443,1803,3,4,1,0,37,40,4,North,Builder Floor,Semi-Furnished,0,0,1,1,0,1,1,1,0,1,30,0,0,14.5162,78.7515,9900530
Ahmedabad,SG Highway,1500,1800,2250,4,4,2,2,6,7,25,West,Apartment,Semi-Furnished,1,0,1,0,0,0,0,1,1,1,80,1,0,23.1226,72.5479,11812734
Hyderabad,Madhapur,1256,1507,1883,3,3,1,2,14,30,2,South,Apartment,Unfurnished,0,1,1,1,0,1,1,1,1,0,30,0,0,17.4842,78.5175,20840211
Mumbai,Andheri,853,1023,1278,2,2,1,1,30,30,8,East,Builder Floor,Semi-Furnished,1,1,1,0,0,1,1,1,1,0,30,0,1,19.0571,72.8913,41584117
Delhi,South Delhi,874,1048,1310,2,2,0,2,1,7,21,North,Apartment,Semi-Furnished,0,1,1,0,0,0,1,1,1,1,40,0,0,28.5266,77.2745,30532796
Kakinada,Sarpavaram,409,490,612,1,1,2,2,1,4,8,East,Apartment,Unfurnished,1,1,1,0,0,1,1,1,0,1,60,0,1,16.9702,82.287,2516740
Delhi,Connaught Place,834,1000,1250,2,1,2,1,2,15,9,East,Builder Floor,Semi-Furnished,1,1,1,1,0,0,1,1,1,1,60,0,1,28.541,77.1975,38243050
Kurnool,Joharapuram,417,500,625,1,1,3,2,6,15,3,West,Penthouse,Semi-Furnished,1,1,1,0,0,1,1,0,0,0,40,0,0,15.8939,77.9896,2817175
Lucknow,Indira Nagar,324,388,485,1,1,0,2,4,10,4,South,Apartment,Semi-Furnished,1,1,0,0,1,1,1,1,1,1,60,0,0,26.906,80.9808,3118241
Anantapur,Kalyandurg Road,1364,1636,2045,3,4,2,1,7,15,3,North,Apartment,Fully Furnished,1,0,1,0,1,1,1,1,0,0,30,0,0,14.6596,77.6619,7095027
Mumbai,South Mumbai,440,528,660,1,2,1,0,2,4,16,West,Apartment,Unfurnished,0,0,0,0,0,1,0,1,1,0,40,0,0,19.0805,72.8538,36399230
Mumbai,South Mumbai,799,958,1197,2,2,1,1,4,20,23,East,Apartment,Unfurnished,1,1,1,0,0,1,1,1,0,1,30,1,1,19.093,72.8078,69438603
Kadapa,Yerramukkapalli,763,915,1143,2,3,1,1,2,10,19,North,Apartment,Semi-Furnished,1,1,0,0,0,1,1,1,0,1,30,0,0,14.4097,78.8277,3916233
Anantapur,Maruthi Nagar,1133,1359,1698,3,3,0,0,19,30,18,North,Apartment,Fully Furnished,1,1,0,0,1,1,1,1,0,1,40,0,0,14.6939,77.6166,7851733
Chennai,Velachery,889,1066,1332,2,2,2,1,3,30,16,South,Apartment,Semi-Furnished,1,0,1,0,1,1,1,1,1,0,40,0,0,13.0883,80.2648,12182605
Visakhapatnam,Madhurawada,1263,1515,1893,3,4,2,1,7,10,21,South,Apartment,Unfurnished,0,1,0,0,1,1,1,1,1,0,20,1,0,17.7411,83.1476,11621131
Lucknow,Charbagh,1260,1512,1890,3,4,1,0,8,15,0,West,Apartment,Unfurnished,1,1,1,1,1,0,1,1,1,1,40,0,0,26.9085,81.0241,10461126
Kurnool,Budhavarapeta,1530,1836,2295,4,4,1,0,1,10,18,West,Apartment,Fully Furnished,1,1,1,0,1,0,0,1,1,1,20,0,0,15.7891,78.0236,9322322
Pune,Baner,959,1150,1437,2,2,1,2,1,10,13,South,Apartment,Semi-Furnished,1,1,0,0,0,1,1,1,1,1,30,1,0,18.4813,73.766,10486163
Kolkata,Salt Lake,313,375,468,1,1,2,1,12,30,21,East,Apartment,Semi-Furnished,1,1,1,0,0,0,0,1,1,0,30,0,1,22.5496,88.3841,3749889
Rajahmundry,Lala Cheruvu,764,916,1145,2,2,1,2,3,15,10,West,Apartment,Unfurnished,0,1,1,0,0,0,1,1,1,0,30,0,0,17.0257,81.7628,4210706
Tirupati,TUDA Layout,479,574,717,1,1,2,1,2,7,1,South,Apartment,Semi-Furnished,1,1,1,0,0,0,1,1,1,1,40,1,0,13.6023,79.4123,4929154
Mumbai,Andheri,1139,1366,1707,3,3,3,2,2,4,1,South,Apartment,Unfurnished,1,1,1,0,0,0,0,1,1,1,30,1,0,19.0977,72.83,57770294
Kolkata,New Town,727,872,1090,2,2,3,2,6,7,7,North,Apartment,Semi-Furnished,1,1,1,0,0,0,1,1,1,0,20,0,0,22.6641,88.3633,8629920
Kurnool,Kallur,1186,1423,1778,3,4,1,1,4,20,1,West,Apartment,Unfurnished,1,1,1,1,0,1,1,1,1,0,40,0,0,15.7285,78.0288,7477218
Vijayawada,Kanuru,1201,1441,1801,3,3,1,0,6,7,14,West,Apartment,Fully Furnished,0,1,1,0,0,1,0,0,1,1,60,0,0,16.5266,80.6255,10542126
Lucknow,Gomti Nagar,1349,1618,2022,3,3,1,1,3,7,8,East,Apartment,Semi-Furnished,1,1,1,0,0,1,0,1,1,1,20,0,1,26.7772,81.0064,14519277
Kakinada,Sarpavaram,1761,2113,2641,4,5,1,1,3,4,17,North,Apartment,Unfurnished,0,1,0,0,0,1,1,1,0,1,30,0,0,16.9394,82.1878,9004290
Vijayawada,Benz Circle,833,999,1248,2,3,1,2,4,4,13,East,Apartment,Semi-Furnished,1,0,1,0,0,0,0,1,0,0,60,0,1,16.5069,80.6676,12862904
Pune,Baner,389,466,582,1,1,1,1,4,10,23,West,Apartment,Fully Furnished,0,1,1,0,0,1,1,0,1,1,20,1,0,18.4633,73.8256,3826983
Guntur,Brodipet,1389,1666,2082,3,3,2,0,2,10,7,South,Apartment,Semi-Furnished,1,1,1,0,0,0,0,0,1,1,40,0,0,16.253,80.4298,14419734
Kurnool,Joharapuram,791,949,1186,2,2,3,1,4,7,14,North,Apartment,Unfurnished,0,0,1,0,0,1,0,0,1,0,30,0,0,15.8853,77.9825,3210042
Hyderabad,Kondapur,1206,1447,1808,3,3,2,0,12,30,8,North,Penthouse,Semi-Furnished,0,1,1,0,0,0,1,1,1,0,60,0,0,17.4098,78.6315,16305634
Chennai,Anna Nagar,898,1077,1346,2,2,3,0,1,1,24,East,Villa,Semi-Furnished,1,0,1,1,0,1,0,1,1,1,30,0,1,13.0394,80.2949,18771855
Ahmedabad,SG Highway,1289,1546,1932,3,3,2,1,3,4,0,South,Apartment,Unfurnished,1,0,1,0,0,1,0,1,1,1,60,0,0,22.9573,72.5431,12287377
Kolkata,Salt Lake,935,1122,1402,2,1,0,0,13,15,19,East,Apartment,Semi-Furnished,1,0,1,0,1,0,1,1,1,0,30,0,1,22.5896,88.3463,13077609
Eluru,Sanivarapupeta,1336,1603,2003,3,3,1,1,2,2,15,East,Villa,Semi-Furnished,1,0,1,1,0,1,1,1,1,0,40,0,1,16.6438,81.0939,7489645
Delhi,South Delhi,872,1046,1307,2,1,2,2,6,20,22,West,Apartment,Fully Furnished,1,0,1,0,1,1,1,1,1,0,30,0,0,28.6358,77.179,32852430
Vizianagaram,Phool Baugh,1999,2398,2997,5,5,2,0,2,30,22,West,Penthouse,Fully Furnished,1,1,1,0,0,1,1,1,1,1,60,0,0,18.146,83.3931,15349213
Kolkata,Rajarhat,903,1083,1353,2,1,1,2,3,10,5,East,Apartment,Unfurnished,1,0,1,0,0,1,1,1,1,1,40,0,1,22.483,88.2835,8452358
Vijayawada,Benz Circle,397,476,595,1,1,1,1,1,4,5,West,Apartment,Unfurnished,1,1,1,0,0,1,1,1,1,0,30,1,0,16.6129,80.5961,7169473
Bangalore,Jayanagar,878,1053,1316,2,3,1,0,7,15,19,East,Apartment,Semi-Furnished,1,1,0,1,1,1,1,1,1,1,40,0,1,12.9587,77.6193,15867062
Eluru,RR Peta,1193,1431,1788,3,4,3,0,1,10,2,South,Apartment,Unfurnished,1,0,1,0,0,0,1,1,1,0,40,0,0,16.7355,81.0585,9025787
Jaipur,Vaishali Nagar,775,930,1162,2,3,1,1,4,30,25,South,Builder Floor,Unfurnished,1,1,1,0,1,1,0,1,1,1,30,0,0,26.8505,75.7436,4945231
Kadapa,Nagarajupet,1270,1524,1905,3,2,1,2,10,10,2,East,Apartment,Unfurnished,1,0,1,0,0,1,1,1,1,0,30,0,1,14.4875,78.8289,9962874
Nellore,Dargamitta,1103,1323,1653,3,3,1,0,1,10,7,East,Apartment,Unfurnished,0,1,1,0,1,0,0,1,1,1,60,0,1,14.4959,79.9099,8925318
Rajahmundry,Lala Cheruvu,1725,2070,2587,4,4,2,0,1,10,23,East,Apartment,Semi-Furnished,1,1,0,0,0,1,1,1,1,0,80,1,1,17.0461,81.7765,8872722
Vijayawada,Moghalrajpuram,373,447,558,1,2,0,2,1,4,9,North,Builder Floor,Semi-Furnished,1,0,0,0,0,1,0,1,1,0,40,1,0,16.4761,80.6887,5379977
Bangalore,Jayanagar,494,592,740,1,1,2,2,1,4,18,North,Apartment,Unfurnished,1,0,1,0,0,1,0,1,1,0,40,0,0,12.9356,77.6932,7327934
Jaipur,Vaishali Nagar,1599,1918,2397,4,4,1,1,3,4,3,South,Builder Floor,Unfurnished,1,1,0,0,0,1,1,0,1,0,30,0,0,26.8202,75.7726,12714906
Jaipur,Malviya Nagar,952,1142,1427,2,1,1,1,33,40,8,North,Apartment,Unfurnished,0,0,1,1,0,1,0,1,1,1,30,0,0,26.9216,75.8195,9879686
Anantapur,Maruthi Nagar,980,1176,1470,2,2,1,1,8,10,9,North,Apartment,Unfurnished,1,0,1,0,1,1,1,1,1,0,20,1,0,14.628,77.517,6874295
Hyderabad,Kondapur,1781,2137,2671,4,3,2,1,15,20,19,North,Builder Floor,Semi-Furnished,1,1,1,0,0,1,0,1,1,1,30,0,0,17.397,78.5387,15800670
Rajahmundry,Ramanayyapeta,884,1060,1325,2,2,1,0,22,30,9,West,Apartment,Semi-Furnished,1,0,1,1,1,0,0,1,1,1,60,0,0,17.0352,81.8611,4855718
Nellore,Podalakur Road,923,1107,1383,2,2,3,1,3,7,11,South,Apartment,Fully Furnished,0,0,0,0,0,0,1,1,1,0,20,0,0,14.3459,79.9606,4612883
Rajahmundry,Innespeta,764,916,1145,2,1,1,1,7,7,18,West,Apartment,Unfurnished,1,0,1,0,0,1,1,1,1,1,40,0,0,16.9325,81.7584,5017403
Vizianagaram,KL Puram,802,962,1202,2,2,2,0,1,1,9,East,Villa,Unfurnished,1,0,1,0,0,1,1,1,1,0,30,0,1,18.0749,83.3844,4792951
Anantapur,Housing Board Colony,2010,2412,3015,5,5,1,0,1,7,16,South,Apartment,Semi-Furnished,1,1,1,0,0,0,1,0,1,0,20,1,0,14.6242,77.5635,10932235
Hyderabad,Secunderabad,878,1053,1316,2,2,2,2,3,10,16,North,Apartment,Fully Furnished,1,0,1,0,0,0,1,1,1,0,30,0,0,17.3753,78.5143,7778881
Rajahmundry,Ramanayyapeta,913,1095,1368,2,3,2,0,1,7,9,West,Apartment,Semi-Furnished,1,1,1,0,0,0,1,1,1,0,20,1,0,17.0176,81.6995,5103059
Guntur,Brodipet,449,538,672,1,1,1,0,9,10,7,East,Apartment,Semi-Furnished,1,1,1,0,1,0,1,1,1,1,30,0,1,16.3699,80.4158,5019646
Delhi,Connaught Place,1387,1664,2080,3,3,2,2,1,15,2,West,Apartment,Fully Furnished,1,1,1,0,1,0,1,1,1,1,40,0,0,28.6545,77.2229,73755473
Kadapa,RIMS Area,1207,1448,1810,3,3,1,1,9,10,11,North,Builder Floor,Unfurnished,1,1,1,0,0,1,1,1,1,0,60,0,0,14.4727,78.8111,7561425
Vijayawada,Kanuru,884,1060,1325,2,2,2,1,2,2,11,North,Villa,Semi-Furnished,1,0,1,0,0,1,1,1,1,1,80,0,0,16.5901,80.5959,9866190
Pune,Koregaon Park,792,950,1187,2,2,2,2,9,20,22,West,Apartment,Semi-Furnished,1,1,1,1,1,0,1,1,1,1,30,0,0,18.4896,73.8043,15366227
Kakinada,Ramaraopeta,1395,1674,2092,3,2,1,0,7,7,21,North,Apartment,Unfurnished,0,0,1,0,0,1,1,1,1,1,40,0,0,16.9925,82.2353,8309412
Hyderabad,Gachibowli,1140,1368,1710,3,3,1,0,28,30,19,East,Builder Floor,Fully Furnished,1,1,1,1,1,1,0,1,1,1,30,1,1,17.3723,78.4599,14548207
Chennai,OMR,881,1057,1321,2,1,0,1,4,7,3,East,Apartment,Semi-Furnished,1,0,1,0,0,0,1,1,1,1,30,0,1,13.0568,80.2071,8968607
Vizianagaram,Balaji Nagar,1159,1390,1737,3,4,3,0,3,10,6,North,Apartment,Semi-Furnished,1,1,0,0,1,1,1,1,1,1,40,1,0,18.1344,83.4148,8136264
Eluru,Sanivarapupeta,925,1110,1387,2,3,2,0,4,15,10,South,Apartment,Unfurnished,1,1,1,1,0,1,1,1,1,0,30,0,0,16.7686,81.1538,4265583
Anantapur,Kalyandurg Road,800,960,1200,2,1,1,0,3,20,0,West,Apartment,Semi-Furnished,1,0,0,0,1,1,1,1,1,1,60,0,0,14.6603,77.6531,4113254
Hyderabad,Madhapur,770,924,1155,2,2,1,2,5,7,11,South,Penthouse,Semi-Furnished,1,1,1,1,0,0,1,1,1,0,30,0,0,17.3704,78.4453,15608649
Eluru,Eluru Bypass,2002,2402,3002,5,4,2,1,8,10,18,West,Apartment,Semi-Furnished,1,1,0,0,0,0,1,1,1,0,40,1,0,16.632,81.1474,9688589
Kurnool,Nandyal Road,391,469,586,1,1,2,0,12,15,16,South,Apartment,Unfurnished,1,1,1,1,0,0,1,1,1,0,30,1,0,15.7897,77.9377,2403895
Bangalore,Whitefield,1146,1375,1718,3,4,1,0,2,2,23,South,Villa,Semi-Furnished,1,0,1,1,0,0,0,1,1,0,30,1,0,12.9573,77.487,14928559
Kurnool,Kallur,1308,1569,1961,3,3,0,1,2,4,24,West,Apartment,Fully Furnished,1,1,1,0,0,0,0,1,1,1,30,0,0,15.8565,78.0633,6599596
Vijayawada,Moghalrajpuram,791,949,1186,2,2,1,0,8,15,1,East,Apartment,Semi-Furnished,1,1,0,0,0,1,1,1,1,0,30,0,1,16.5067,80.7065,12784083
Tirupati,Bairagipatteda,991,1189,1486,2,2,2,2,2,2,23,South,Villa,Semi-Furnished,1,0,1,0,0,1,1,1,1,1,30,1,0,13.6247,79.4094,9487345
Vijayawada,Moghalrajpuram,1268,1521,1901,3,4,0,0,3,10,0,West,Apartment,Semi-Furnished,0,0,1,0,0,0,1,1,1,0,60,0,0,16.4552,80.6035,21031049
Jaipur,Mansarovar,375,450,562,1,1,0,2,3,15,21,South,Apartment,Unfurnished,1,1,1,1,0,1,1,1,1,0,20,0,0,26.9247,75.8442,2452668
Jaipur,Malviya Nagar,894,1072,1340,2,2,1,1,6,15,18,West,Apartment,Unfurnished,0,1,1,0,0,0,1,0,1,0,60,0,0,26.878,75.8362,7706084
Tirupati,TUDA Layout,832,998,1247,2,2,1,0,1,1,2,South,Villa,Fully Furnished,1,0,1,0,0,0,1,1,1,1,30,0,0,13.6841,79.4145,9711268
Chennai,T Nagar,1198,1437,1796,3,4,0,2,7,30,13,South,Apartment,Unfurnished,1,0,1,0,0,1,0,1,1,1,60,0,0,13.0811,80.345,25756171
Kadapa,RIMS Area,1943,2331,2913,5,5,2,1,1,15,23,North,Apartment,Unfurnished,0,1,1,1,1,1,1,1,1,1,60,0,0,14.4839,78.8156,12727272
Visakhapatnam,MVP Colony,572,686,857,1,1,1,1,9,10,13,North,Penthouse,Unfurnished,1,1,0,1,0,1,1,1,1,0,30,0,0,17.6793,83.2122,10107642
Kolkata,Salt Lake,1179,1414,1767,3,3,0,2,1,15,24,West,Apartment,Semi-Furnished,1,1,1,1,1,0,1,1,1,0,40,0,0,22.4998,88.3868,17169274
Delhi,Rohini,347,416,520,1,1,2,1,4,4,16,South,Apartment,Semi-Furnished,1,0,1,0,0,1,1,0,0,0,80,0,0,28.5865,77.2763,4673376
Nellore,Magunta Layout,1142,1370,1712,3,3,3,0,5,40,4,North,Apartment,Fully Furnished,1,1,1,1,1,0,1,1,1,1,20,0,0,14.4467,79.9113,13654782
Rajahmundry,Innespeta,988,1185,1481,2,2,1,2,1,4,0,South,Apartment,Semi-Furnished,1,1,1,0,0,0,1,1,1,1,30,1,0,17.0399,81.8336,9403028
Lucknow,Aliganj,943,1131,1413,2,2,2,1,8,30,4,North,Apartment,Fully Furnished,1,1,1,0,0,0,1,1,1,0,60,0,0,26.8738,80.9731,8942736
Lucknow,Aliganj,382,458,572,1,1,0,1,4,10,1,East,Apartment,Unfurnished,1,1,1,0,1,1,1,1,1,1,30,0,1,26.8235,81.0133,3405424
Ahmedabad,Satellite,1984,2380,2975,5,5,1,1,4,4,19,East,Apartment,Semi-Furnished,0,1,1,0,0,1,1,1,1,1,30,0,1,22.9948,72.6025,20258329
Lucknow,Gomti Nagar,913,1095,1368,2,2,1,0,25,30,8,East,Apartment,Unfurnished,1,1,1,0,1,0,1,1,1,1,60,1,1,26.8512,81.0055,11131806
Kolkata,Alipore,457,548,685,1,1,2,1,1,4,14,South,Apartment,Semi-Furnished,0,0,1,0,0,0,1,1,1,1,30,0,0,22.5469,88.3219,9871558
Lucknow,Gomti Nagar,1755,2106,2632,4,4,1,0,1,10,8,North,Apartment,Fully Furnished,0,1,1,0,0,0,1,1,0,1,60,0,0,26.8261,80.8879,21730851
Chennai,OMR,335,402,502,1,1,2,1,2,7,17,North,Apartment,Unfurnished,1,1,1,0,0,0,1,1,1,1,30,0,0,13.0805,80.2621,2783995
Kolkata,Alipore,894,1072,1340,2,3,2,1,4,4,8,North,Builder Floor,Semi-Furnished,1,0,1,0,0,1,0,1,1,0,30,0,0,22.5663,88.4031,19880498
Vijayawada,Moghalrajpuram,962,1154,1442,2,2,0,0,27,30,21,East,Apartment,Fully Furnished,1,0,1,0,0,1,1,1,1,0,40,0,1,16.5913,80.6648,12477016
Anantapur,Raju Road,1207,1448,1810,3,3,0,1,8,15,19,South,Apartment,Unfurnished,1,1,1,0,1,1,1,1,1,0,20,0,0,14.7882,77.6941,5772151
Vizianagaram,Kothavalasa,2135,2562,3202,5,4,2,2,4,4,14,East,Builder Floor,Semi-Furnished,1,1,1,0,0,0,0,0,1,0,20,0,1,18.0823,83.3754,7504558
Guntur,Lakshmipuram,526,631,788,1,1,1,2,11,15,2,North,Apartment,Semi-Furnished,1,1,1,1,1,0,0,1,1,0,20,1,0,16.2726,80.5096,5893886
Vizianagaram,Cantonment,1131,1357,1696,3,4,1,2,3,7,7,West,Apartment,Semi-Furnished,0,1,1,0,0,0,1,1,1,0,30,0,0,18.0894,83.2841,8282114
Guntur,Arundelpet,977,1172,1465,2,2,2,1,3,10,13,East,Apartment,Semi-Furnished,1,0,1,0,0,1,1,1,1,1,20,0,1,16.3433,80.4464,10210793
Bangalore,Jayanagar,411,493,616,1,1,1,1,2,15,12,East,Apartment,Semi-Furnished,0,1,1,0,1,0,1,1,0,1,30,0,1,12.9218,77.6379,8115357
Vijayawada,Moghalrajpuram,347,416,520,1,1,2,2,6,20,21,East,Apartment,Unfurnished,1,0,0,0,0,0,1,0,1,1,30,0,1,16.5925,80.6581,3599427
Pune,Baner,325,390,487,1,1,2,0,34,40,9,West,Apartment,Semi-Furnished,0,1,1,1,1,1,0,1,0,0,40,1,0,18.5733,73.8558,3745284
Vizianagaram,KL Puram,1545,1854,2317,4,5,2,1,29,40,0,West,Apartment,Fully Furnished,1,0,0,1,0,0,1,1,1,0,30,1,0,18.1236,83.3878,9757086
Guntur,Pattabhipuram,947,1136,1420,2,2,1,1,7,7,23,North,Apartment,Semi-Furnished,1,0,1,0,0,0,0,1,1,0,40,0,0,16.3111,80.4527,6226823
Kolkata,Alipore,956,1147,1433,2,2,2,1,8,10,10,East,Apartment,Unfurnished,0,1,1,0,0,1,1,1,1,1,40,0,1,22.716,88.3771,20927011
Kadapa,Nagarajupet,1156,1387,1733,3,3,1,1,2,2,15,South,Villa,Semi-Furnished,1,0,1,1,0,1,0,0,1,0,20,1,0,14.5043,78.8247,10047452
Guntur,Arundelpet,336,403,503,1,1,1,1,2,2,18,East,Villa,Semi-Furnished,1,0,1,0,0,1,1,1,0,1,40,0,1,16.3783,80.4427,4057754
Delhi,Connaught Place,953,1143,1428,2,2,1,0,3,7,22,East,Apartment,Fully Furnished,1,0,1,0,0,1,1,1,0,1,60,0,1,28.712,77.1851,38742476
Vijayawada,Kanuru,585,702,877,1,1,1,1,1,1,10,East,Villa,Unfurnished,1,0,1,1,0,1,1,1,1,0,30,1,1,16.5441,80.7085,6408413
Pune,Wakad,900,1080,1350,2,3,1,1,4,7,24,North,Apartment,Semi-Furnished,1,1,1,0,0,1,0,1,1,1,30,0,0,18.6124,73.88,6681376
Bangalore,Whitefield,973,1167,1458,2,2,2,1,2,4,9,West,Apartment,Semi-Furnished,1,0,1,0,0,1,0,1,1,1,40,0,0,12.9545,77.6613,11732607
Lucknow,Indira Nagar,1727,2072,2590,4,5,1,1,7,10,16,West,Apartment,Semi-Furnished,1,0,0,0,0,1,1,1,1,1,40,0,0,26.8302,80.9328,13312931
Rajahmundry,Lala Cheruvu,1336,1603,2003,3,3,2,2,1,7,11,North,Builder Floor,Semi-Furnished,0,0,0,0,0,1,0,1,1,1,40,0,0,16.922,81.7986,7555322
Visakhapatnam,Gajuwaka,776,931,1163,2,2,1,1,19,30,8,South,Apartment,Unfurnished,1,0,1,1,1,1,1,1,1,0,60,0,0,17.6329,83.2212,7371125
Vijayawada,Benz Circle,920,1104,1380,2,2,0,0,3,30,18,East,Builder Floor,Unfurnished,1,1,1,1,1,1,0,1,1,0,80,0,1,16.5449,80.591,14772280
Kurnool,Budhavarapeta,1635,1962,2452,4,4,1,1,15,20,12,North,Apartment,Semi-Furnished,1,1,1,1,1,1,0,1,1,1,30,0,0,15.7041,78.0618,10935027
Delhi,South Delhi,844,1012,1265,2,2,0,2,19,30,20,West,Builder Floor,Fully Furnished,1,1,0,1,0,1,1,1,1,1,20,0,0,28.6282,77.2379,31388069
Mumbai,Borivali,2065,2478,3097,5,5,2,2,8,15,13,North,Apartment,Semi-Furnished,1,0,1,0,1,0,1,1,1,1,80,0,0,19.1172,72.9126,79805729
Kurnool,Kallur,1524,1828,2285,4,5,0,0,4,7,14,West,Penthouse,Fully Furnished,1,1,1,0,0,1,1,1,1,1,40,0,0,15.8332,78.1027,11956584
Nellore,Dargamitta,1639,1966,2457,4,5,0,0,4,7,15,North,Apartment,Fully Furnished,1,1,0,0,0,0,1,1,0,1,30,0,0,14.448,79.8768,12512455
Vizianagaram,Balaji Nagar,1268,1521,1901,3,3,2,1,5,7,8,North,Builder Floor,Semi-Furnished,1,1,1,0,0,0,1,1,1,0,40,0,0,18.1523,83.3825,8456826
Lucknow,Gomti Nagar,759,910,1137,2,2,1,1,14,30,19,South,Builder Floor,Unfurnished,1,1,1,1,1,1,1,1,1,0,20,0,0,26.8969,80.9307,7801473
Kadapa,RIMS Area,876,1051,1313,2,1,1,1,30,30,16,East,Apartment,Semi-Furnished,1,1,1,0,1,1,0,1,1,0,30,0,1,14.5255,78.7795,5346977
